ensgid	gene_name	hg38_chr	hg38_start0	hg38_end	hg38_strand	hg19_chr	hg19_start0	hg19_end	hg19_strand
ENSG00000135269	TES	chr7	116210492	116258789	+	chr7	115850546	115898843	+
ENSG00000105971	CAV2	chr7	116287379	116508541	+	chr7	115927433	116148595	+
ENSG00000105974	CAV1	chr7	116524993	116561179	+	chr7	116165047	116201233	+
ENSG00000105976	MET	chr7	116672050	116798386	+	chr7	116312104	116438440	+
ENSG00000198898	CAPZA2	chr7	116811069	116922049	+	chr7	116451123	116562103	+
ENSG00000004866	ST7	chr7	116952979	117230812	+	chr7	116593033	116870866	+
ENSG00000105989	WNT2	chr7	117275450	117323152	-	chr7	116915504	116963206	-
ENSG00000001626	CFTR	chr7	117287119	117715971	+	chr7	116927173	117356025	+
ENSG00000154438	ASZ1	chr7	117363221	117428123	-	chr7	117003275	117068177	-
ENSG00000077063	CTTNBP2	chr7	117710650	117874139	-	chr7	117350704	117514193	-
ENSG00000128534	LSM8	chr7	118183975	118204035	+	chr7	117824029	117844089	+
ENSG00000106013	ANKRD7	chr7	118214668	118496171	+	chr7	117854722	118136225	+
ENSG00000184408	KCND2	chr7	120273174	120750337	+	chr7	119913228	120390391	+
ENSG00000106025	TSPAN12	chr7	120787318	120858402	-	chr7	120427372	120498456	-
ENSG00000071243	ING3	chr7	120950762	120977216	+	chr7	120590816	120617270	+
ENSG00000106034	CPED1	chr7	120988696	121297980	+	chr7	120628750	120938034	+
ENSG00000002745	WNT16	chr7	121325366	121341104	+	chr7	120965420	120981158	+
ENSG00000196937	FAM3C	chr7	121347791	121398471	-	chr7	120987845	121038525	-
ENSG00000106278	PTPRZ1	chr7	121873088	122062037	+	chr7	121513142	121702091	+
ENSG00000008311	AASS	chr7	122064582	122144489	-	chr7	121704636	121784543	-
ENSG00000128610	FEZF1	chr7	122301302	122310691	-	chr7	121941356	121950745	-
ENSG00000081803	CADPS2	chr7	122318410	122886779	-	chr7	121958464	122526833	-
ENSG00000188050	RNF133	chr7	122697734	122699117	-	chr7	122337788	122339171	-
ENSG00000235631	RNF148	chr7	122701667	122702922	-	chr7	122341721	122342976	-
ENSG00000128519	TAS2R16	chr7	122994703	122995700	-	chr7	122634757	122635754	-
ENSG00000081800	SLC13A1	chr7	123113530	123200047	-	chr7	122753584	122840101	-
ENSG00000164675	IQUB	chr7	123452173	123535077	-	chr7	123092227	123175131	-
ENSG00000128609	NDUFA5	chr7	123536996	123557904	-	chr7	123177050	123197958	-
ENSG00000146809	ASB15	chr7	123567009	123639481	+	chr7	123207063	123279535	+
ENSG00000170807	LMOD2	chr7	123655865	123664290	+	chr7	123295919	123304344	+
ENSG00000106299	WASL	chr7	123681937	123749003	-	chr7	123321991	123389057	-
ENSG00000106302	HYAL4	chr7	123828954	123877481	+	chr7	123469008	123517535	+
ENSG00000106304	SPAM1	chr7	123925236	123971414	+	chr7	123565290	123611468	+
ENSG00000234224	TMEM229A	chr7	124030920	124033067	-	chr7	123670974	123673121	-
ENSG00000230268	SSU72L6	chr7	124476316	124477664	+	chr7	124116370	124117718	+
ENSG00000170775	GPR37	chr7	124743884	124765792	-	chr7	124383938	124405846	-
ENSG00000128513	POT1	chr7	124822385	124929959	-	chr7	124462439	124570013	-
ENSG00000179603	GRM8	chr7	126438597	127253093	-	chr7	126078651	126893147	-
ENSG00000048405	ZNF800	chr7	127346789	127431924	-	chr7	126986843	127071978	-
ENSG00000179562	GCC1	chr7	127580627	127593611	-	chr7	127220681	127233665	-
ENSG00000004059	ARF5	chr7	127588369	127591700	+	chr7	127228423	127231754	+
ENSG00000106328	FSCN3	chr7	127591408	127602144	+	chr7	127231462	127242198	+
ENSG00000106331	PAX4	chr7	127610291	127618142	-	chr7	127250345	127258196	-
ENSG00000197157	SND1	chr7	127652144	128092609	+	chr7	127292198	127732661	+
ENSG00000128594	LRRC4	chr7	128027070	128032128	-	chr7	127667123	127672181	-
ENSG00000174697	LEP	chr7	128241277	128257629	+	chr7	127881330	127897682	+
ENSG00000106344	RBM28	chr7	128297684	128343971	-	chr7	127937737	127984025	-
ENSG00000224940	PRRT4	chr7	128350324	128361690	-	chr7	127990378	128001744	-
ENSG00000106348	IMPDH1	chr7	128392276	128410009	-	chr7	128032330	128050063	-
ENSG00000135245	HILPDA	chr7	128455828	128458423	+	chr7	128095882	128098477	+
ENSG00000165055	METTL2B	chr7	128476728	128506602	+	chr7	128116782	128146656	+
ENSG00000205085	GARIN1A	chr7	128671692	128687877	+	chr7	128311746	128327931	+
ENSG00000135248	GARIN1B	chr7	128709060	128731743	+	chr7	128349114	128371797	+
ENSG00000128595	CALU	chr7	128739291	128773400	+	chr7	128379345	128413454	+
ENSG00000128617	OPN1SW	chr7	128772484	128775794	-	chr7	128412538	128415848	-
ENSG00000128596	CCDC136	chr7	128790756	128822135	+	chr7	128430810	128462189	+
ENSG00000128591	FLNC	chr7	128830311	128859275	+	chr7	128470365	128499329	+
ENSG00000135253	KCP	chr7	128862041	128910719	-	chr7	128502095	128550773	-
ENSG00000128524	ATP6V1F	chr7	128862855	128865847	+	chr7	128502909	128505901	+
ENSG00000272899	SPMIP1	chr7	128866329	128872047	+	chr7	128506383	128512101	+
ENSG00000128604	IRF5	chr7	128933428	128950038	+	chr7	128573482	128590092	+
ENSG00000064419	TNPO3	chr7	128954179	129055173	-	chr7	128594233	128695227	-
ENSG00000158457	TSPAN33	chr7	129144689	129169699	+	chr7	128784723	128809540	+
ENSG00000128602	SMO	chr7	129188510	129213546	+	chr7	128828351	128853387	+
ENSG00000158467	AHCYL2	chr7	129225020	129430211	+	chr7	128864861	129070052	+
ENSG00000128578	STRIP2	chr7	129434391	129488399	+	chr7	129074232	129128240	+
ENSG00000240204	SMKR1	chr7	129502530	129512918	+	chr7	129142371	129152759	+
ENSG00000106459	NRF1	chr7	129611698	129757082	+	chr7	129251539	129396922	+
ENSG00000186591	UBE2H	chr7	129830731	129952977	-	chr7	129470571	129592817	-
ENSG00000091732	ZC3HC1	chr7	130018285	130051401	-	chr7	129658125	129691241	-
ENSG00000128607	KLHDC10	chr7	130070533	130135720	+	chr7	129710373	129775560	+
ENSG00000146842	TMEM209	chr7	130164712	130207770	-	chr7	129804552	129847610	-
ENSG00000165120	SSMEM1	chr7	130206343	130216844	+	chr7	129846183	129856684	+
ENSG00000158516	CPA2	chr7	130266862	130289798	+	chr7	129906702	129929638	+
ENSG00000128510	CPA4	chr7	130293133	130324180	+	chr7	129932973	129964020	+
ENSG00000158525	CPA5	chr7	130344815	130368730	+	chr7	129984655	130008571	+
ENSG00000091704	CPA1	chr7	130380338	130388114	+	chr7	130020179	130027955	+
ENSG00000106477	CEP41	chr7	130393770	130442433	-	chr7	130033611	130082274	-
ENSG00000106484	MEST	chr7	130486170	130506465	+	chr7	130126011	130146306	+
ENSG00000158623	COPG2	chr7	130506237	130668748	-	chr7	130146078	130353588	-
ENSG00000213265	TSGA13	chr7	130668642	130687432	-	chr7	130353482	130372268	-
ENSG00000266265	KLF14	chr7	130730696	130734207	-	chr7	130415524	130418967	-
ENSG00000128585	MKLN1	chr7	131110095	131496632	+	chr7	130794854	131181391	+
ENSG00000128567	PODXL	chr7	131500253	131558217	-	chr7	131185012	131242976	-
ENSG00000221866	PLXNA4	chr7	132123339	132648688	-	chr7	131808098	132333447	-
ENSG00000106554	CHCHD3	chr7	132784448	133082250	-	chr7	132469209	132767010	-
ENSG00000131558	EXOC4	chr7	133253070	134067137	+	chr7	132937826	133751890	+
ENSG00000155530	LRGUK	chr7	134127298	134264595	+	chr7	133812051	133949347	+
ENSG00000205060	SLC35B4	chr7	134289331	134317117	-	chr7	133974083	134001869	-
ENSG00000085662	AKR1B1	chr7	134442348	134459284	-	chr7	134127100	134144036	-
ENSG00000198074	AKR1B10	chr7	134527566	134541412	+	chr7	134212318	134226164	+
ENSG00000227471	AKR1B15	chr7	134549109	134579875	+	chr7	134233861	134264627	+
ENSG00000172331	BPGM	chr7	134646810	134679816	+	chr7	134331562	134364568	+
ENSG00000122786	CALD1	chr7	134744251	134970729	+	chr7	134429002	134655480	+
ENSG00000146856	AGBL3	chr7	134986507	135147963	+	chr7	134671258	134832715	+
ENSG00000122783	CYREN	chr7	135092362	135170914	-	chr7	134777114	134855666	-
ENSG00000146859	TMEM140	chr7	135148071	135166519	+	chr7	134832823	134851271	+
ENSG00000105875	WDR91	chr7	135183838	135211557	-	chr7	134868590	134896309	-
ENSG00000146857	STRA8	chr7	135231978	135258663	+	chr7	134916730	134943415	+
ENSG00000080802	CNOT4	chr7	135361794	135510145	-	chr7	135046546	135194893	-
ENSG00000155561	NUP205	chr7	135557725	135648757	+	chr7	135242473	135333505	+
ENSG00000243317	STMP1	chr7	135662482	135693418	+	chr7	135347230	135378166	+
ENSG00000164707	SLC13A4	chr7	135681230	135729258	-	chr7	135365978	135414006	-
ENSG00000189320	FAM180A	chr7	135728347	135748813	-	chr7	135413095	135433561	-
ENSG00000105887	MTPN	chr7	135926759	135977375	-	chr7	135611507	135662123	-
ENSG00000181072	CHRM2	chr7	136868651	137020255	+	chr7	136553398	136705002	+
ENSG00000105894	PTN	chr7	137227340	137344358	-	chr7	136912087	137029104	-
ENSG00000157680	DGKI	chr7	137381036	137847092	-	chr7	137065782	137531838	-
ENSG00000182158	CREB3L2	chr7	137874978	138002086	-	chr7	137559724	137686832	-
ENSG00000122787	AKR1D1	chr7	138002323	138118306	+	chr7	137687069	137803052	+
ENSG00000122779	TRIM24	chr7	138460209	138589996	+	chr7	138144954	138274741	+
ENSG00000157703	SVOPL	chr7	138594284	138701382	-	chr7	138279029	138386127	-
ENSG00000105929	ATP6V0A4	chr7	138706288	138799672	-	chr7	138391033	138484417	-
ENSG00000214128	TMEM213	chr7	138797951	138838101	+	chr7	138482696	138522846	+
ENSG00000122778	KIAA1549	chr7	138831380	138982084	-	chr7	138516125	138666830	-
ENSG00000146858	ZC3HAV1L	chr7	139025705	139036042	-	chr7	138710451	138720788	-
ENSG00000105939	ZC3HAV1	chr7	139043514	139132122	-	chr7	138728260	138816868	-
ENSG00000105948	IFT56	chr7	139133743	139191986	+	chr7	138818489	138876732	+
ENSG00000157741	UBN2	chr7	139230355	139308236	+	chr7	138915101	138992982	+
ENSG00000164898	FMC1	chr7	139339456	139346328	+	chr7	139024202	139031074	+
ENSG00000146963	LUC7L2	chr7	139340358	139425496	+	chr7	139025104	139110242	+
ENSG00000188883	KLRG2	chr7	139450624	139483674	-	chr7	139135370	139168420	-
ENSG00000236279	CLEC2L	chr7	139523684	139544985	+	chr7	139208430	139229731	+
ENSG00000064393	HIPK2	chr7	139561569	139777998	-	chr7	139246315	139477797	-
ENSG00000059377	TBXAS1	chr7	139777050	140020325	+	chr7	139476849	139720125	+
ENSG00000059378	PARP12	chr7	140023745	140063344	-	chr7	139723545	139763144	-
ENSG00000006459	KDM7A	chr7	140084745	140177055	-	chr7	139784545	139876855	-
ENSG00000157800	SLC37A3	chr7	140293692	140404433	-	chr7	139993492	140104233	-
ENSG00000146955	RAB19	chr7	140404046	140427974	+	chr7	140103846	140127774	+
ENSG00000133606	MKRN1	chr7	140453032	140479552	-	chr7	140152832	140179352	-
ENSG00000146966	DENND2A	chr7	140518417	140673993	-	chr7	140218217	140373793	-
ENSG00000133597	ADCK2	chr7	140672884	140696261	+	chr7	140372684	140396061	+
ENSG00000090266	NDUFB2	chr7	140690776	140723923	+	chr7	140390576	140423723	+
ENSG00000157764	BRAF	chr7	140719326	140924976	-	chr7	140419126	140624776	-
ENSG00000090263	MRPS33	chr7	141002609	141015228	-	chr7	140702409	140715028	-
ENSG00000261115	TMEM178B	chr7	141074063	141480380	+	chr7	140773863	141180180	+
ENSG00000006530	AGK	chr7	141551277	141655244	+	chr7	141251077	141355044	+
ENSG00000257093	DENND11	chr7	141656727	141702166	-	chr7	141356527	141401966	-
ENSG00000214102	WEE2	chr7	141702226	141731271	+	chr7	141402026	141431071	+
ENSG00000106028	SSBP1	chr7	141737455	141787922	+	chr7	141437255	141487722	+
ENSG00000127362	TAS2R3	chr7	141764096	141765197	+	chr7	141463896	141464997	+
ENSG00000127364	TAS2R4	chr7	141776673	141781691	+	chr7	141476473	141481491	+
ENSG00000127366	TAS2R5	chr7	141790216	141791367	+	chr7	141490016	141491167	+
ENSG00000165076	PRSS37	chr7	141836299	141841487	-	chr7	141536099	141541287	-
ENSG00000237621	OR9A1P	chr7	141887147	141888092	+	chr7	141586947	141587892	+
ENSG00000257335	MGAM	chr7	141907812	142106747	+	chr7	141607612	141806547	+
ENSG00000258083	OR9A4	chr7	141916398	141920625	+	chr7	141616198	141620425	+
ENSG00000258227	CLEC5A	chr7	141927356	141947007	-	chr7	141627156	141646807	-
ENSG00000257138	TAS2R38	chr7	141972630	141973773	-	chr7	141672430	141673573	-
ENSG00000257743	MGAM2	chr7	142111717	142222324	+	chr7	141811517	141922124	+
ENSG00000258223	PRSS58	chr7	142252142	142258058	-	chr7	141951962	141957878	-
ENSG00000241657	TRBV11-2	chr7	142433894	142434394	+	chr7	142197569	142198069	-
ENSG00000204983	PRSS1	chr7	142749467	142753072	+	chr7	142457318	142460923	+
ENSG00000275896	PRSS2	chr7	142760397	142774564	+	""			""
ENSG00000106123	EPHB6	chr7	142854929	142871094	+	chr7	142552691	142568847	+
ENSG00000165125	TRPV6	chr7	142871207	142885745	-	chr7	142568960	142583490	-
ENSG00000127412	TRPV5	chr7	142908100	142933746	-	chr7	142605266	142630843	-
ENSG00000165131	LLCFC1	chr7	142939342	142940868	+	chr7	142636439	142637955	+
ENSG00000197993	KEL	chr7	142941113	142962363	-	chr7	142638200	142659450	-
ENSG00000179468	OR9A2	chr7	143026199	143027132	-	chr7	142723286	142724219	-
ENSG00000225781	OR6V1	chr7	143052340	143053282	+	chr7	142749437	142750379	+
ENSG00000159763	PIP	chr7	143132076	143139739	+	chr7	142829169	142836832	+
ENSG00000236398	TAS2R39	chr7	143183418	143184435	+	chr7	142880511	142881528	+
ENSG00000221937	TAS2R40	chr7	143222036	143223079	+	chr7	142919129	142920172	+
ENSG00000197448	GSTK1	chr7	143244092	143270873	+	chr7	142941185	142967966	+
ENSG00000178826	TMEM139	chr7	143279936	143288240	+	chr7	142977029	142985333	+
ENSG00000106144	CASP2	chr7	143288214	143307696	+	chr7	142985307	143004789	+
ENSG00000188037	CLCN1	chr7	143316110	143352083	+	chr7	143013203	143049176	+
ENSG00000159784	FAM131B	chr7	143353399	143362815	-	chr7	143050492	143059908	-
ENSG00000159840	ZYX	chr7	143381294	143391111	+	chr7	143078387	143088204	+
ENSG00000146904	EPHA1	chr7	143390288	143408856	-	chr7	143087381	143105949	-
ENSG00000185899	TAS2R60	chr7	143443452	143444409	+	chr7	143140545	143141502	+
ENSG00000221855	TAS2R41	chr7	143477872	143478796	+	chr7	143174965	143175889	+
ENSG00000176510	OR10AC1	chr7	143509255	143519469	-	chr7	143206348	143216562	-
ENSG00000271079	CTAGE15	chr7	143571800	143574387	+	chr7	143268893	143271480	+
ENSG00000170379	TCAF2	chr7	143620951	143730410	+	chr7	143318044	143427503	+
ENSG00000283528	TCAF2C	chr7	143639229	143647646	-	chr7	143336322	143344739	-
ENSG00000271321	CTAGE6	chr7	143755088	143757696	-	chr7	143452181	143454789	-
ENSG00000198420	TCAF1	chr7	143851363	143903890	-	chr7	143548456	143600983	-
ENSG00000221910	OR2F2	chr7	143935232	143936186	+	chr7	143632325	143633279	+
ENSG00000213215	OR2F1	chr7	143954843	143997312	+	chr7	143651936	143694405	+
ENSG00000221813	OR6B1	chr7	144000319	144008793	+	chr7	143697412	143705886	+
ENSG00000221836	OR2A5	chr7	144048947	144058845	+	chr7	143746040	143755938	+
ENSG00000221933	OR2A25	chr7	144069810	144075870	+	chr7	143766903	143772963	+
ENSG00000221858	OR2A12	chr7	144086277	144098953	+	chr7	143783370	143796046	+
ENSG00000221989	OR2A2	chr7	144109582	144110539	+	chr7	143806675	143807632	+
ENSG00000221938	OR2A14	chr7	144123175	144131188	+	chr7	143820268	143828281	+
ENSG00000213214	ARHGEF35	chr7	144182887	144195879	-	chr7	143879980	143892972	-
ENSG00000288784	CTAGE4	chr7	144183465	144186080	+	chr7	143880558	143883173	+
ENSG00000212807	OR2A42	chr7	144228243	144239605	-	chr7	143925336	143936698	-
ENSG00000243896	OR2A7	chr7	144257662	144264792	-	chr7	143954755	143961885	-
ENSG00000289604	CTAGE8	chr7	144266673	144269288	-	chr7	143963766	143966381	-
ENSG00000221970	OR2A1	chr7	144312418	144322737	+	chr7	144009511	144019830	+
ENSG00000050327	ARHGEF5	chr7	144355287	144380632	+	chr7	144052380	144077725	+
ENSG00000106410	NOBOX	chr7	144396894	144410227	-	chr7	144093987	144107320	-
ENSG00000196511	TPK1	chr7	144451940	144836419	-	chr7	144149033	144533512	-
ENSG00000174469	CNTNAP2	chr7	146116001	148420998	+	chr7	145813093	148118090	+
ENSG00000170279	C7orf33	chr7	148590765	148615860	+	chr7	148287857	148312952	+
ENSG00000055130	CUL1	chr7	148697913	148801110	+	chr7	148395005	148498202	+
ENSG00000106462	EZH2	chr7	148807256	148884330	-	chr7	148504348	148581422	-
ENSG00000155660	PDIA4	chr7	149003045	149028662	-	chr7	148700137	148725754	-
ENSG00000197362	ZNF786	chr7	149069640	149090782	-	chr7	148766732	148787874	-
ENSG00000204947	ZNF425	chr7	149102783	149126338	-	chr7	148799875	148823430	-
ENSG00000197024	ZNF398	chr7	149126415	149183042	+	chr7	148823507	148880134	+
ENSG00000170265	ZNF282	chr7	149195545	149226243	+	chr7	148892637	148923334	+
ENSG00000170260	ZNF212	chr7	149239650	149255956	+	chr7	148936741	148953047	+
ENSG00000204946	ZNF783	chr7	149262170	149297302	+	chr7	148959261	148994393	+
ENSG00000196453	ZNF777	chr7	149431362	149461062	-	chr7	149128453	149158153	-
ENSG00000181220	ZNF746	chr7	149472695	149497817	-	chr7	149169786	149194908	-
ENSG00000133619	KRBA1	chr7	149714780	149734575	+	chr7	149411871	149431664	+
ENSG00000181444	ZNF467	chr7	149764174	149776519	-	chr7	149461263	149473608	-
ENSG00000106479	ZNF862	chr7	149838374	149867479	+	chr7	149535463	149564568	+
ENSG00000171130	ATP6V0E2	chr7	149872967	149891204	+	chr7	149570056	149588293	+
ENSG00000106526	ACTR3C	chr7	150243915	150323725	-	chr7	149941004	150020814	-
ENSG00000127399	LRRC61	chr7	150323262	150338156	+	chr7	150020351	150035245	+
ENSG00000106538	RARRES2	chr7	150338313	150342144	-	chr7	150035402	150039233	-
ENSG00000214022	REPIN1	chr7	150368070	150374045	+	chr7	150065159	150071134	+
ENSG00000196456	ZNF775	chr7	150368789	150398634	+	chr7	150065878	150095722	+
ENSG00000171115	GIMAP8	chr7	150450629	150479395	+	chr7	150147717	150176483	+
ENSG00000179144	GIMAP7	chr7	150514871	150521073	+	chr7	150211959	150218161	+
ENSG00000133574	GIMAP4	chr7	150567241	150573962	+	chr7	150264329	150271050	+
ENSG00000133561	GIMAP6	chr7	150625374	150632648	-	chr7	150322462	150329736	-
ENSG00000106560	GIMAP2	chr7	150685696	150693641	+	chr7	150382784	150390729	+
ENSG00000213203	GIMAP1	chr7	150716605	150724284	+	chr7	150413693	150421372	+
ENSG00000196329	GIMAP5	chr7	150722252	150750033	+	chr7	150419340	150447121	+
ENSG00000106565	TMEM176B	chr7	150790381	150803404	-	chr7	150487469	150500492	-
ENSG00000002933	TMEM176A	chr7	150799597	150805122	+	chr7	150496685	150502210	+
ENSG00000002726	AOC1	chr7	150824626	150861504	+	chr7	150521714	150558592	+
ENSG00000055118	KCNH2	chr7	150944063	150978394	-	chr7	150641151	150675482	-
ENSG00000164867	NOS3	chr7	150991016	151015653	+	chr7	150688104	150712741	+
ENSG00000181652	ATG9B	chr7	151012208	151024499	-	chr7	150709296	150721586	-
ENSG00000197150	ABCB8	chr7	151028421	151047782	+	chr7	150725508	150744869	+
ENSG00000213199	ASIC3	chr7	151048291	151052756	+	chr7	150745378	150749843	+
ENSG00000164885	CDK5	chr7	151051516	151057947	-	chr7	150748603	150755034	-
ENSG00000164889	SLC4A2	chr7	151057209	151076527	+	chr7	150754296	150773614	+
ENSG00000164896	FASTK	chr7	151076590	151080866	-	chr7	150773677	150777953	-
ENSG00000164897	TMUB1	chr7	151081081	151083514	-	chr7	150778168	150780601	-
ENSG00000133612	AGAP3	chr7	151085830	151144436	+	chr7	150782917	150841523	+
ENSG00000164900	GBX1	chr7	151148008	151174745	-	chr7	150845095	150871832	-
ENSG00000146926	ASB10	chr7	151175694	151187832	-	chr7	150872781	150884919	-
ENSG00000278685	IQCA1L	chr7	151190872	151205496	-	chr7	150887959	150902582	-
ENSG00000285480	H2BK1	chr7	151207836	151210488	-	chr7	150904922	150907574	-
ENSG00000033050	ABCF2	chr7	151211483	151227241	-	chr7	150908569	150924327	-
ENSG00000033100	CHPF2	chr7	151232482	151240979	+	chr7	150929568	150938065	+
ENSG00000082014	SMARCD3	chr7	151238763	151277896	-	chr7	150935849	150974982	-
ENSG00000013374	NUB1	chr7	151341707	151378461	+	chr7	151038793	151075547	+
ENSG00000187260	WDR86	chr7	151375908	151410727	-	chr7	151072994	151107813	-
ENSG00000127377	CRYGN	chr7	151428831	151440813	-	chr7	151125917	151137899	-
ENSG00000106615	RHEB	chr7	151466011	151520120	-	chr7	151163097	151217206	-
ENSG00000106617	PRKAG2	chr7	151556116	151877507	-	chr7	151253202	151574592	-
ENSG00000106648	GALNTL5	chr7	151956378	152019929	+	chr7	151653463	151717014	+
ENSG00000178234	GALNT11	chr7	152025625	152122347	+	chr7	151722710	151819432	+
ENSG00000055609	KMT2C	chr7	152134921	152436644	-	chr7	151832006	152133729	-
ENSG00000196584	XRCC2	chr7	152644775	152676193	-	chr7	152341860	152373278	-
ENSG00000133627	ACTR3B	chr7	152759748	152855378	+	chr7	152456833	152552463	+
ENSG00000130226	DPP6	chr7	153748132	154894285	+	chr7	153445217	154685995	+
ENSG00000157212	PAXIP1	chr7	154943686	155003124	-	chr7	154735396	154794834	-
ENSG00000157219	HTR5A	chr7	155070323	155087392	+	chr7	154862033	154879102	+
ENSG00000186480	INSIG1	chr7	155296730	155311963	+	chr7	155088440	155103673	+
ENSG00000164778	EN2	chr7	155458128	155464831	+	chr7	155250823	155257526	+
ENSG00000146910	CNPY1	chr7	155474205	155555450	-	chr7	155266900	155348145	-
ENSG00000184863	RBM33	chr7	155644450	155781485	+	chr7	155437144	155574179	+
ENSG00000164690	SHH	chr7	155799979	155812463	-	chr7	155592673	155605157	-
ENSG00000105982	RNF32	chr7	156640280	156677191	+	chr7	156432974	156469885	+
ENSG00000105983	LMBR1	chr7	156668945	156893225	-	chr7	156461639	156685919	-
ENSG00000146909	NOM1	chr7	156949711	156973176	+	chr7	156742405	156765870	+
ENSG00000130675	MNX1	chr7	156994050	157010663	-	chr7	156786744	156803357	-
ENSG00000009335	UBE3C	chr7	157138921	157269372	+	chr7	156931615	157062066	+
ENSG00000105993	DNAJB6	chr7	157335380	157417440	+	chr7	157128074	157210134	+
ENSG00000155093	PTPRN2	chr7	157539055	158587823	-	chr7	157331749	158380515	-
ENSG00000146918	NCAPG2	chr7	158628223	158704825	-	chr7	158420915	158497516	-
ENSG00000117868	ESYT2	chr7	158730994	158830253	-	chr7	158523685	158622944	-
ENSG00000126870	DYNC2I1	chr7	158856557	158956747	+	chr7	158649248	158749438	+
ENSG00000106018	VIPR2	chr7	159028174	159144944	-	chr7	158820865	158937636	-
ENSG00000176269	OR4F21	chr8	166085	167024	-	chr8	116085	117024	-
ENSG00000172748	ZNF596	chr8	232136	264703	+	chr8	182136	214703	+
ENSG00000147364	FBXO25	chr8	406427	477967	+	chr8	356427	427967	+
